HƏSƏNBALA,1364
ŞAHMURAD,1364
MARİF,1358
MƏMMƏDXAN,1355
CƏFƏRQULU,1354
SADƏDDİN,1352
RƏŞAD,1351
HAKİM,1350
SİRAC,1349
ELNUR,1341
AFİQ,1340
XANHÜSEYN,1336
BULUD,1336
NİFTALI,1331
ABİD,1330
ƏLYAR,1329
FƏRZALI,1325
TARYEL,1324
FƏRMAYIL,1324
MƏMİŞ,1323
ŞƏMSİ,1321
ŞÖHRƏT,1321
ALMƏMMƏD,1319
YUSUB,1317
ƏBDÜLƏLİ,1314
DÖVLƏT,1312
ŞAHBALA,1307
MAŞALLAH,1304
ƏLİMƏMMƏD,1303
ƏLAĞA,1300
ALXAN,1295
RƏFAYIL,1292
SAYAD,1292
SİYAVUŞ,1281
NURULLA,1280
XALIQVERDİ,1279
BALAQARDAŞ,1279
AFTANDİL,1276
ŞAHVERDİ,1267
ADƏM,1260
ANATOLYEVNA,1257
AĞAŞİRİN,1248
MİRZƏMMƏD,1243
MANAF,1242
AFƏT,1241
MƏMMƏDTAĞI,1239
MİRZƏAĞA,1237
QULAMHÜSEYN,1235
BABAŞ,1229
SOVET,1226
AĞAMOĞLAN,1226
RAMİS,1224
SƏHRAB,1220
HİCRAN,1219
MÖVLUD,1208
ŞAHSUVAR,1208
MİRZALI,1207
ƏLİYUSİF,1206
VƏLİYƏDDİN,1205
SƏFƏRALI,1195
ZÜLFÜ,1194
GÖYÜŞ,1192
GÜLBABA,1191
HƏSƏNƏLİ,1191
SİYASƏT,1181
CƏBİ,1178
YƏDULLA,1173
SƏDAQƏT,1171
ABASQULU,1167
SƏRRAF,1162
CAHİD,1161
HÜSÜ,1159
HACAĞA,1155
MÖHSÜM,1153
RAHİL,1151
YASƏR,1150
MAXSUD,1147
TALIŞ,1143
MİRZƏCAN,1142
HƏZİ,1141
YURYEVNA,1134
ƏZİZXAN,1133
QİNYAZ,1131
ƏHMƏDİYƏ,1129
ƏLİHƏSƏN,1127
BAHADDİN,1127
TANRIVERDİ,1125
BABAXAN,1124
BALACA,1122
ELBƏYİ,1117
ƏLİCAN,1116
ATAŞ,1113
MİSİRXAN,1112
İMANQULU,1111
MƏMMƏDŞAH,1111
MAİL,1111
HƏSƏNXAN,1110
QAFUR,1110
XANAĞA,1109
SƏTDAR,1106
AŞUR,1102
ATABALA,1097
MURTUZƏLİ,1097
AĞAMİR,1095
USUB,1093
PETROVNA,1093
ƏLİZAMİN,1093
KAMALƏDDİN,1092
ALLAHŞÜKÜR,1089
BƏDRƏDDİN,1088
TƏZƏXAN,1086
NƏSİMİ,1085
ABDULKƏRİM,1085
CAHAN,1084
ŞURA,1083
ALEKSEYEVNA,1083
GÜLMİRZƏ,1082
KNYAZ,1081
ABİL,1080
TARİYEL,1080
QƏNİ,1077
AĞAƏLİ,1075
İBADƏT,1074
NÜSRƏDDİN,1073
ŞƏFİ,1069
İMAMƏDDİN,1066
ŞİRASLAN,1060
BABAKİŞİ,1059
MİRHÜSEYN,1058
MƏZAHİM,1055
SALAH,1054
MƏMİ,1053
İSAXAN,1053
İNŞALLAH,1048
HAXVERDİ,1046
MİRHƏSƏN,1045
AĞAMUSA,1045
ABIŞ,1044
MÖVLÜD,1040
BAXŞEYİŞ,1040
NAMƏT,1037
ATAMOĞLAN,1036
HƏSƏNALI,1036
NEYMƏT,1033
ŞAHMALI,1033
NİKOLAYEVİÇ,1032
ƏLİMİRZƏ,1031
ZÜLFƏLİ,1030
ALXAS,1022
ZƏKƏRİYYƏ,1018
ŞİRXAN,1017
ƏLİBƏY,1012
AĞASI,1011
ƏLİMUSA,1011
İBRƏHİM,1009
HACIMURAD,1009
MƏMMƏDBAĞIR,1008
RAMİN,1006
PİRİ,1006
İSƏ,999
ŞİRALI,999
BƏDİR,998
RƏFAEL,991
HƏNİFƏ,991
XAQANİ,989
KAMIL,986
ƏHMƏDXAN,976
SƏYYAF,975
MƏNSİM,974
DUMAN,970
KƏMALƏDDİN,969
HÜSƏN,967
ƏMRULLA,964
MƏNAF,961
ABI,959
NAMİZƏD,956
BALAŞ,949
MƏHƏDDİN,946
CANƏLİ,945
ZƏKİ,945
RAKİF,944
SƏYAVUŞ,941
DAŞQIN,938
HƏZRƏTQULU,936
MƏHİ,934
SƏDİYAR,933
VƏLİXAN,933
MÜSTƏCƏB,932
ZEYNƏDDİN,930
AZADXAN,929
ABDULƏZİZ,928
GÜLMALI,926
ABDULHÜSEYN,923
MİRZƏHÜSEYN,923
EMİL,922
NAİL,921
TANIRVERDİ,919
ŞİKAR,917
ŞƏRAFƏDDİN,911
YEDİYAR,909
ŞAMXAL,909
FƏRZƏLİ,905
FEYZİ,904
ƏLƏŞRƏF,898
NİFTULLA,891
ASTAN,890
SULDUZ,889
VƏLİŞ,886
ŞIXƏLİ,885
SAHİL,884
QARDAŞ,881
SARVAN,881
ƏLİMƏRDAN,880
AĞASƏN,875
MƏMMƏDİYƏ,873
ƏZİZULLA,870
YALÇIN,869
MƏHƏRRƏMƏLİ,867
FƏYYAZ,865
BEYTULLA,860
SABİT,858
AĞAMURAD,858
RUFULLA,857
ŞAHBABA,856
ŞAİR,852
QARDAŞƏLİ,851
ƏLİSƏFA,850
ŞİRİNBALA,849
İNŞALLA,848
BAHƏDDİN,847
MƏQSƏD,847
MAHAL,843
ABDULHƏMİD,843
RƏHBƏR,842
MİRİŞ,840
SİRACƏDDİN,838
ZEYNALABDİN,837
ZAMƏDDİN,837
ƏLİPƏNAH,836
HACIƏLİ,836
XANQULU,834
GÜLVERDİ,828
MANSIR,828
ƏRZİMAN,827
ALTAY,827
XƏLƏF,824
ƏLABBAS,824
GÜLALI,824
RASUL,822
RABİL,822
XEYBƏR,822
BAHADİR,821
NİYAZI,819
FƏRZULLA,816
SERGEYEVNA,815
QILMAN,815
XUDU,812
HÖCCƏT,810
ƏSABƏLİ,807
ƏSLAN,807
UMUDVAR,806
İNTİZAM,806
GÜLHƏSƏN,805
QƏHRAMAN,803
ZÜLFİ,801
SARXAN,800
ƏLVAN,800
BAĞI,798
BORİSOVNA,796
SOLTANƏLİ,794
MƏMMƏDRƏSUL,791
BEYDULLA,790
ADGÖZƏL,789
ƏLİŞAH,788
VİKTOROVİÇ,788
MİRƏHMƏD,787
MƏSTAN,786
MƏHƏMMƏDİYƏ,786
HACIMƏMMƏD,785
TURAB,783
ABDULMƏCİD,782
NURUŞ,780
FƏZAYIL,779
PAVLOVNA,779
HƏMZƏT,777
ALMAS,774
PİRVERDİ,772
ÜLFƏT,767
ƏMİRAĞA,767
ŞAHVERƏN,765
NƏHMƏT,762
DİLƏN,754
CANPOLAD,752
İQBAL,751
HÜNBƏT,750
SƏLİMXAN,749
NURƏHMƏD,749
MEHRƏLİ,747
MİRBABA,746
KƏNAN,745
ƏHMƏDƏLİ,745
QULAMƏLİ,745
YUSİFƏLİ,744
MƏLİKMƏMMƏD,744
MƏMMƏDYAR,743
RAQUB,742
MƏŞƏDİ,740
NURBALA,739
İSPƏNDİYAR,738
SƏYAD,733
QRİQORYEVNA,732
HƏBİBULLA,729
SƏRXOŞ,729
ƏFLAN,729
KOROĞLU,728
MİRCƏFƏR,728
SƏMƏDAĞA,727
CƏNNƏT,722
XANALI,722
ŞƏMŞƏD,721
MƏMMƏDALI,720
ƏYYAR,720
XƏYYAM,718
MEHRAB,718
İLYAZ,718
XURŞUD,718
ƏLİQARDAŞ,717
İVANOVİÇ,717
NURULLAH,714
ZİYA,710
RAFƏT,710
VƏLYƏDDİN,709
ƏRRƏHMAN,708
BÖYÜKXAN,705
ƏLİABAS,704
FERUZ,702
AĞAHƏSƏN,699
FƏXRİ,697
HÜSEYNXAN,696
ŞƏMŞİR,696
ATAMALI,691
ABDURƏHMAN,691
ƏLİŞAN,688
SEYİDƏLİ,685
VƏLİAĞA,685
VEYİS,682
SEHRAN,679
SEYFƏL,678
SƏİD,676
MAHAMA,676
YURYEVİÇ,674
PİRMƏMMƏD,672
ƏBDÜLHÜSEYN,672
FƏRZİ,671
CANKİŞİ,671
BALAY,670
ƏTRAF,666
ABASƏT,664
NƏHMƏD,664
TEYFUR,657
SƏRKAR,656
MAŞALLA,651
SALƏDDİN,650
PƏHLİVAN,647
FƏTTAH,647
ƏSƏBƏLİ,647
ALIŞAN,646
TACİR,646
ƏLİZAMAN,645
MUXTƏR,644
MUSAXAN,642
XEYRƏDDİN,642
ABDULƏHƏD,639
ƏLƏMŞAH,639
İNQLAB,639
FƏRAHİM,638
ŞAHMİRZƏ,638
SƏFA,633
ZƏKULLA,632
ƏMİRŞAH,630
RASİF,630
ELYAS,629
AĞALI,627
MİRZƏBƏY,627
ƏLƏM,624
İMAM,624
ZAMİN,624
ARİZ,624
NİYMƏT,623
XALİS,621
ƏMİNAĞA,620
MÜQABİL,620
BAXTİYAR,618
MƏMMƏDVƏLİ,618
BALAYAR,618
VALERYEVNA,618
ƏLƏS,617
RAQİB,617
MİXAYLOVİÇ,610
ŞƏMİ,610
PİRƏLİ,608
NİCAT,606
HÜSAMƏDDİN,606
MÜSƏLLİM,606
ƏHMƏDALI,605
MİRƏZİZ,604
QARYAĞDI,604
HACIQULU,603
SƏDYAR,603
BAXŞALI,599
DADAŞBALA,598
FİRƏDDİN,598
AĞASADIQ,597
UMAR,597
YASƏF,597
RZAXAN,596
GƏNCƏLİ,595
ƏLİNİYAZ,595
VÜSAL,595
QUBAT,594
MİRABBAS,594
ƏSƏDULLAH,591
TƏMRAZ,590
NAHİD,588
HƏBULLA,588
ŞAHNƏZƏR,587
QEYBULLA,587
SƏYYAR,585
ŞAHAB,585
TƏRXAN,585
YENGİBAR,584
MİRZƏBABA,583
ƏLİKİŞİ,582
NURALI,581
SEYFƏLİ,581
MAZAN,581
ELMİR,581
ALƏDDİN,579
VASİLYEVİÇ,579
HƏZRƏT,577
MƏMMƏDKƏRİM,577
MEHRAC,576
ƏNNAĞI,575
MƏHİYƏDDİN,574
ALMAZ,573
ƏLİMURAD,572
FYODOROVNA,571
AĞACƏFƏR,571
ZAL,569
MURADƏLİ,569
NƏSRULLAH,568
ƏBİLHƏSƏN,568
SEYFİ,568
FƏQAN,567
QAFQAZ,567
ƏBİLFƏZ,566
ZEYNALABDIN,565
SƏRHƏD,564
MƏŞDİ,564
ŞAHMƏRDAN,563
BƏNDALI,563
ABASƏLİ,562
SEYFULLAH,562
ZİYATXAN,561
TƏŞKİLAT,561
XANSUVAR,560
BALAHÜSEYN,559
XANCAN,557
QARACA,557
DƏRGAH,555
ANATOLYEVİÇ,554
QANBOY,554
MUĞAN,554
YUSUF,553
İDAYƏT,552
GÜRŞAD,550
ƏHMƏDİYYƏ,549
SƏFİYAR,547
AFƏR,547
AĞADƏDƏ,545
CUMALI,544
QƏRİBAĞA,544
AĞAİSA,543
ƏLİƏŞRƏF,542
XANVERDİ,542
İLKİN,541
QƏRİBXAN,541
ABDULHƏSƏN,539
TARİX,539
SƏRKƏR,537
MÜNASİB,536
BABACAN,533
ZİYADDİN,533
ZEYDULLA,533
ABDULƏZİM,533
ATA,531
ŞAHNİYAR,531
MEYBULLA,530
XANMİRZƏ,530
RƏCƏBƏLİ,530
AVTANDİL,528
XUDAŞ,526
İSMİ,525
KONSTANTİNOVNA,523
MEHBALI,522
NASİR,522
ƏSGƏRXAN,521
MİRYUSİF,520
HACALI,519
SƏRHAD,519
HADI,518
NURİ,515
ANDREYEVNA,514
QAYIB,513
DMİTRİYEVNA,513
QUDRƏT,512
RZABALA,512
VƏFADAR,512
HACIƏHMƏD,511
RAFAYIL,510
NUHBALA,510
ŞAHÜSEYN,510
ƏLFƏDDİN,509
VƏTƏN,508
XASMƏMMƏD,508
BABULLA,507
DAVİD,507
SƏLAHƏDDİN,505
AYDƏMİR,504
ƏLƏFSƏR,504
ROMAN,504
BƏHƏRÇİN,502
YUSİB,501
XUDUŞ,500
AQŞİN,500
MAKSİM,500
ŞUBAY,500
İSİ,498
İMANXAN,497
SEYİDƏHMƏD,497
TAHAR,497
ZİYAFƏDDİN,496
NAYİB,495
ÇAPAY,494
MİRZƏKİŞİ,494
ŞAHHÜSEYN,493
İSMAİL,493
RƏZZAQ,491
MƏRKƏZ,491
MƏMMƏDRƏHİM,490
BALA,489
RƏMZİ,488
YAŞA,488
FƏTALI,487
AĞASƏMƏD,486
YUNSUR,486
MEHDİQULU,485
ƏLİƏKBƏR,485
ULDUZ,485
ƏLİQİSMƏT,484
QAYTARAN,484
MÖHSÜN,483
ƏFƏNDİ,482
MƏNƏF,482
İFTİXAR,481
MÖVLAN,480
MUHUMA,480
ORDUXAN,479
SURƏT,479
MİRSAHİB,478
ƏLİMUXTAR,478
İRŞAD,477
ƏMİRALI,476
EYUB,476
DAYANDUR,475
BUDAQ,475
ELMİDAR,473
ELYAR,473
QAFİL,471
ZƏRBALI,470
HAMİL,470
ƏLİYULLA,469
BƏRXUDAR,469
SULTANƏLİ,468
MEYDAN,468
MƏCLUM,467
XANDADAŞ,467
MƏHƏD,467
AĞADDİN,466
ZƏRBƏLİ,466
VLADİMİR,466
TARIVERDİ,466
ABDULXALIQ,465
HƏKİM,465
